hostname,ip,os,ram_gb,department
lt-48.harris.com,169.219.243.214,CentOS,32,HR
laptop-48.rice.com,162.4.187.96,CentOS,2,HR
email-20.byrd-williams.info,141.103.122.0,Debian,2,Finance
db-73.harrison.com,166.71.28.220,Windows Server,8,IT
srv-44.long-carpenter.com,210.43.237.16,Ubuntu,2,HR
desktop-28.williams-hendrix.info,89.255.131.195,Windows Server,32,Sales
web-25.montgomery.com,68.35.251.102,Windows Server,2,HR
srv-36.lopez.net,147.105.206.24,CentOS,16,IT
web-57.fitzpatrick.com,75.244.54.52,Debian,8,HR
db-05.acevedo.com,38.165.144.122,CentOS,2,Finance
db-53.moss.biz,201.243.99.238,CentOS,32,Sales
lt-99.wilson.org,145.60.110.112,CentOS,4,IT
lt-03.clements.net,209.27.94.133,Debian,4,Sales
web-40.martinez.org,92.172.117.126,Debian,8,IT
web-18.ballard.com,38.239.119.15,Ubuntu,4,IT
laptop-59.howard.com,4.99.77.172,CentOS,4,HR
email-67.mckinney.com,138.46.196.28,Debian,2,Finance
email-23.jones.info,75.221.93.165,Debian,32,IT
lt-33.hester.com,188.93.249.24,Ubuntu,2,IT
lt-47.webb.com,40.23.205.230,CentOS,4,HR
lt-09.brewer.info,26.73.53.165,CentOS,4,HR
email-19.nolan.com,37.104.26.188,Windows Server,4,Sales
db-66.griffith.com,170.43.50.138,Ubuntu,32,HR
web-79.harding.com,179.122.137.213,Ubuntu,16,IT
srv-98.jones.net,142.14.59.198,Ubuntu,16,HR
desktop-75.valdez.org,84.42.164.62,Windows Server,16,Finance
srv-10.mitchell-miller.com,167.78.216.33,CentOS,8,Sales
lt-60.hernandez.com,28.87.93.138,Debian,2,Finance
desktop-28.gallagher.org,3.184.170.65,Ubuntu,32,Finance
db-04.banks.biz,46.226.62.128,Debian,2,HR
db-52.wallace-lin.com,51.213.1.62,CentOS,32,IT
lt-76.jackson-curtis.com,31.67.174.173,Ubuntu,8,IT
desktop-57.stone.net,129.233.193.186,CentOS,4,IT
db-41.williams.com,218.85.86.184,Windows Server,4,IT
db-83.farrell.org,140.175.50.76,Ubuntu,2,HR
laptop-88.luna-murphy.org,51.30.209.153,Ubuntu,2,Sales
lt-13.jackson-thomas.com,214.87.232.94,Debian,16,IT
db-93.bennett-ortiz.net,38.251.121.96,Ubuntu,2,Finance
laptop-87.mitchell-thompson.com,145.116.135.129,Windows Server,2,Finance
email-31.white.com,56.223.130.143,Debian,2,HR
web-92.david-taylor.com,202.97.42.26,Ubuntu,8,Sales
srv-49.byrd-thomas.com,132.252.101.1,CentOS,4,Sales
lt-77.anderson.biz,192.117.117.222,Windows Server,4,IT
db-39.morgan.com,150.152.132.102,Debian,16,HR
laptop-06.roberts.net,147.252.235.217,Ubuntu,32,HR
lt-06.miller.com,90.153.112.73,Debian,8,Finance
srv-90.yoder.biz,209.9.251.18,CentOS,4,IT
web-15.torres-holden.com,76.238.69.162,Debian,8,Sales
laptop-27.banks.com,211.163.26.246,Ubuntu,32,Sales
db-98.newman-larson.org,206.121.84.35,Windows Server,2,Sales
desktop-61.cole.com,199.172.24.164,Windows Server,4,HR
laptop-83.castillo.com,57.5.254.77,Ubuntu,4,Sales
desktop-76.harrison.net,102.193.2.158,Windows Server,16,IT
srv-34.brown.com,86.234.18.122,CentOS,32,IT
desktop-30.smith-west.com,82.229.215.238,Windows Server,4,Finance
db-55.harvey.info,118.28.124.116,CentOS,16,HR
laptop-16.black-johnson.org,218.119.75.199,Debian,4,Sales
laptop-36.harrison.com,128.203.9.170,CentOS,8,Finance
web-62.wang.com,43.125.249.211,Windows Server,16,Sales
db-70.bryant-garcia.com,172.99.61.113,Ubuntu,2,Sales
desktop-98.nunez.com,23.137.142.123,Windows Server,16,HR
laptop-32.schultz-romero.net,61.135.116.253,Ubuntu,32,Sales
web-77.burton-nguyen.com,65.163.221.6,Windows Server,4,Sales
srv-21.espinoza-flores.biz,209.116.251.232,CentOS,2,HR
lt-02.stone.com,145.24.41.11,CentOS,16,Finance
db-72.garcia.net,4.117.171.134,Ubuntu,32,Finance
laptop-21.snyder.com,86.248.203.47,Ubuntu,32,Finance
desktop-58.garcia-skinner.net,75.30.65.202,Debian,4,Sales
srv-84.frost.net,104.177.88.21,Windows Server,4,IT
web-00.black.org,95.162.234.5,Windows Server,16,HR
web-51.kane.com,27.60.253.167,Debian,4,Finance
web-17.franklin-wallace.com,162.52.82.196,CentOS,32,HR
web-35.wilson.net,128.70.28.29,Windows Server,2,HR
db-85.perez.biz,67.82.162.217,CentOS,8,IT
db-49.rosario-rodriguez.info,164.27.114.214,CentOS,16,Sales
laptop-95.leonard.com,109.48.96.64,Ubuntu,16,Finance
email-85.graham.com,152.217.140.122,CentOS,32,HR
web-26.collins.com,55.107.153.252,Windows Server,8,Sales
email-40.johnson-rios.net,29.148.45.131,CentOS,4,HR
laptop-43.allen.biz,212.40.185.40,Debian,32,Finance
lt-93.nelson-hill.com,206.64.243.122,Ubuntu,4,HR
web-71.spencer.org,167.72.251.30,Debian,2,Finance
desktop-20.hoffman-hinton.com,13.23.150.116,Windows Server,16,HR
srv-23.olson-may.net,104.85.95.112,CentOS,8,Sales
db-69.williams-mccarthy.com,82.241.59.37,Ubuntu,16,Sales
lt-34.bentley.com,70.64.245.19,Debian,4,HR
laptop-31.brown.info,118.92.107.129,CentOS,4,HR
desktop-52.ross.org,171.238.23.10,Ubuntu,32,Sales
laptop-79.lynch-heath.biz,2.114.127.246,CentOS,16,IT
lt-21.kaufman.com,94.159.231.161,Debian,8,Sales
laptop-80.patrick.com,13.31.157.107,CentOS,8,Finance
srv-55.ramirez.com,160.86.14.3,Windows Server,2,Finance
email-84.franklin-harrison.com,43.203.33.240,Debian,16,HR
lt-51.lawson.net,140.137.68.134,CentOS,16,Sales
laptop-50.hall-lloyd.com,88.107.152.237,Debian,2,Finance
laptop-08.lawson.com,174.35.76.100,Debian,8,Sales
srv-63.velez-nixon.com,114.213.68.130,Windows Server,16,HR
srv-11.cisneros.biz,164.31.192.101,Windows Server,16,HR
web-86.ray-beard.info,170.131.144.229,CentOS,32,IT
desktop-13.clark.com,120.146.90.254,Windows Server,32,Finance
web-23.lewis.net,74.242.184.55,Ubuntu,8,Finance
web-02.lopez.com,150.245.200.137,CentOS,8,HR
db-35.rhodes-kidd.org,180.10.77.138,Windows Server,8,IT
srv-00.thomas.com,7.14.13.225,Ubuntu,32,IT
lt-96.mason.org,155.95.75.17,Windows Server,16,Sales
db-62.vasquez.info,82.46.103.120,Windows Server,4,Sales
db-09.wang.com,1.36.162.73,Ubuntu,4,Sales
desktop-18.ross.com,203.25.191.88,Ubuntu,32,IT
laptop-89.prince.com,89.236.156.201,Ubuntu,16,IT
desktop-76.warren.biz,58.46.96.217,CentOS,16,IT
db-39.campbell.com,165.24.0.97,Ubuntu,4,Sales
db-15.richardson.com,209.148.126.209,CentOS,16,Finance
srv-56.jones.com,64.103.112.177,Debian,2,IT
srv-68.wright-walter.com,106.87.68.190,Ubuntu,32,Finance
lt-51.rodgers-olson.com,117.26.128.45,Windows Server,16,HR
email-59.rogers.com,197.188.107.235,Windows Server,16,IT
web-80.banks-williams.com,171.60.60.202,Debian,8,IT
desktop-58.meyers-martin.com,133.68.227.28,Debian,2,HR
web-43.jones-martinez.com,4.8.135.66,CentOS,2,HR
web-79.davis.com,18.246.23.93,CentOS,8,Finance
db-95.garcia.com,25.37.33.203,Ubuntu,2,HR
laptop-78.young-jones.com,21.233.96.42,Debian,2,IT
db-54.williams.com,154.7.100.162,Ubuntu,16,HR
lt-39.anderson-johnson.com,59.48.22.51,Windows Server,8,Sales
web-10.johnson-smith.com,54.159.247.202,Ubuntu,8,HR
laptop-61.collins.biz,130.213.79.82,Windows Server,16,Finance
srv-43.haynes.com,46.74.216.181,Windows Server,16,Sales
laptop-89.lawson-jacobs.com,31.229.153.72,Debian,32,Finance
laptop-02.allison.com,96.124.232.131,Windows Server,4,Sales
lt-17.williams.org,60.124.215.240,CentOS,16,IT
srv-26.roberts.biz,137.182.141.242,CentOS,4,Finance
db-71.taylor-rocha.com,160.52.110.121,Debian,8,IT
email-91.miller.com,177.224.51.228,CentOS,2,IT
laptop-04.boyer.biz,191.48.107.151,Windows Server,16,HR
desktop-72.carey.com,63.117.131.191,Ubuntu,32,IT
desktop-58.holloway-tyler.com,26.220.185.148,Windows Server,2,Sales
email-32.evans.com,14.172.51.204,CentOS,4,Finance
db-61.davis-moore.com,120.113.111.207,CentOS,4,Finance
email-17.kelly-taylor.net,214.157.110.239,Debian,16,Finance
lt-55.castillo-davis.com,49.163.8.224,CentOS,2,HR
desktop-51.whitehead.com,9.101.239.155,Debian,32,IT
desktop-54.lopez.com,146.160.182.119,Ubuntu,8,HR
db-06.velasquez.info,57.136.203.74,Windows Server,2,Sales
web-38.werner-frye.com,131.211.51.113,Windows Server,16,Finance
laptop-92.miller-walter.com,193.96.254.245,CentOS,16,Finance
lt-78.rodriguez.com,97.196.30.228,CentOS,32,Finance
web-43.price.info,156.58.73.80,Windows Server,8,Sales
email-52.kim.org,187.187.250.249,CentOS,2,HR
email-19.allen.org,53.191.254.69,CentOS,2,Finance
web-54.ray-smith.com,91.194.229.223,Debian,8,Finance
laptop-78.nguyen.com,146.33.17.144,Windows Server,2,Sales
web-17.mcguire.com,16.174.233.156,Windows Server,16,IT
srv-04.shields.com,21.149.151.126,Debian,4,IT
lt-34.murphy.org,204.194.124.203,Windows Server,16,IT
email-62.luna-brown.com,67.84.49.63,CentOS,8,Finance
email-92.bishop.net,28.162.141.253,Debian,8,IT
db-85.anderson.com,163.111.39.10,Windows Server,4,HR
desktop-12.johnson.com,16.234.232.183,Debian,8,IT
email-01.lee-henderson.net,139.172.230.148,Windows Server,2,HR
lt-48.shepard.org,149.66.16.33,CentOS,16,Finance
web-90.smith.org,213.24.85.252,Debian,16,Sales
db-88.leon.com,211.109.92.35,Ubuntu,4,IT
laptop-01.hamilton-martinez.com,223.26.191.117,CentOS,32,Sales
laptop-46.snyder.net,82.60.95.145,Windows Server,32,HR
desktop-52.fitzgerald.biz,197.145.182.33,CentOS,4,HR
lt-09.smith-chaney.info,35.40.39.132,Windows Server,32,IT
email-43.middleton-terry.net,95.196.13.81,CentOS,32,Finance
srv-35.ferguson.net,4.131.229.150,Windows Server,16,IT
db-74.thompson.biz,9.167.102.72,CentOS,8,HR
lt-89.wallace.com,4.59.5.182,Ubuntu,8,HR
web-32.thornton.org,110.229.213.74,CentOS,16,Finance
email-15.olson.com,142.218.95.40,CentOS,16,Sales
desktop-68.sullivan-davidson.biz,122.41.1.95,Ubuntu,2,Finance
db-78.alvarado.net,48.134.119.232,Debian,2,Sales
email-57.rowe.org,205.130.73.145,CentOS,2,Finance
laptop-99.beck.com,164.78.38.52,Windows Server,8,IT
web-73.reyes.com,168.48.76.46,CentOS,8,Finance
laptop-35.reyes.net,131.231.161.238,Ubuntu,2,IT
db-22.bentley.com,166.172.219.225,CentOS,4,Finance
email-27.turner-wagner.com,45.185.3.212,Debian,2,Sales
desktop-99.pham-wright.com,84.140.214.76,Windows Server,8,Finance
db-07.keller.com,182.170.114.251,CentOS,4,HR
db-21.wilson-snow.com,17.50.230.206,Windows Server,2,HR
srv-14.brennan.info,180.153.210.134,Windows Server,32,HR
srv-41.nguyen.com,152.157.130.219,Windows Server,16,Finance
web-77.snow.com,88.166.10.203,Debian,4,Finance
laptop-49.underwood.com,190.241.163.32,Debian,16,IT
laptop-70.jacobs.com,13.195.42.247,CentOS,32,Sales
lt-20.dalton.org,2.100.124.253,Windows Server,4,IT
srv-85.cook.com,136.253.186.158,CentOS,2,HR
lt-56.black.com,20.199.239.196,Debian,4,HR
email-56.flores.com,209.204.15.217,Ubuntu,4,IT
desktop-75.davidson.com,107.10.191.80,Windows Server,8,Sales
lt-20.ellis.com,182.186.176.164,Debian,32,HR
srv-67.reyes.com,203.188.105.41,CentOS,4,Sales
db-93.adams-swanson.com,173.140.176.174,Windows Server,8,HR
db-59.evans-larsen.com,109.1.123.127,Windows Server,16,IT
db-07.wilson.biz,71.236.97.235,Windows Server,2,IT
srv-69.simpson.net,209.102.153.74,Debian,2,HR
db-76.marshall.com,58.190.151.6,Windows Server,16,Finance
email-87.miller.com,74.26.238.229,Ubuntu,16,Sales
web-70.ellison.org,101.124.57.15,Ubuntu,4,HR
web-16.jackson-brown.com,141.40.79.67,Ubuntu,2,HR
srv-00.henry.com,121.244.233.226,Debian,4,IT
srv-37.hernandez.biz,99.1.59.12,CentOS,16,Sales
desktop-98.warner.com,176.165.139.94,Windows Server,32,Finance
lt-00.morales-aguilar.com,41.131.203.163,Ubuntu,32,Finance
srv-32.castillo.com,158.47.233.87,CentOS,2,IT
desktop-11.sandoval.com,210.89.110.152,Debian,8,IT
laptop-99.pineda.info,69.115.148.173,Ubuntu,8,HR
desktop-62.petersen-smith.biz,167.1.141.39,Ubuntu,32,Finance
desktop-30.proctor-taylor.com,34.176.63.202,Debian,32,Sales
web-00.jarvis.com,167.220.22.250,Debian,8,IT
db-88.garcia-miller.com,223.216.252.239,Debian,16,HR
srv-44.simpson-flores.com,163.196.205.154,Debian,16,Sales
db-08.barker.com,184.45.166.105,CentOS,4,Finance
srv-73.perry.info,208.80.219.51,Windows Server,16,HR
desktop-04.li.net,34.42.155.178,Ubuntu,16,Sales
laptop-65.davis.info,52.249.166.194,Debian,32,IT
email-54.lopez.net,162.54.113.128,CentOS,32,Finance
desktop-69.vaughn-olsen.com,156.242.206.42,Windows Server,32,Sales
lt-57.williams.com,160.221.199.176,CentOS,16,IT
desktop-24.wilkerson-nunez.com,67.208.220.154,CentOS,16,Sales
email-81.smith.com,7.225.6.184,CentOS,2,HR
laptop-61.bennett-hamilton.com,56.5.104.137,Debian,32,HR
desktop-68.davis.biz,223.175.5.44,Windows Server,16,Sales
email-45.barnes.net,120.45.38.109,Debian,8,HR
db-06.holmes-berger.com,16.225.122.216,Debian,32,HR
email-28.williams.info,111.12.167.30,Windows Server,4,Finance
lt-78.johnson.com,31.155.39.74,Windows Server,2,Finance
db-86.smith.org,100.42.126.243,Debian,16,IT
web-70.jones.com,209.50.251.230,Ubuntu,16,HR
lt-63.clark.biz,39.12.26.116,Windows Server,4,Finance
desktop-55.nguyen-young.com,20.66.159.211,Windows Server,8,HR
db-64.brown-fuller.info,213.169.108.78,Windows Server,32,Finance
srv-27.green-gregory.com,136.14.223.116,CentOS,8,IT
desktop-10.martin-andrews.com,109.131.27.182,Windows Server,4,IT
web-48.reed.biz,141.50.136.62,Windows Server,4,Sales
srv-76.reed.com,26.111.28.149,Windows Server,16,Finance
laptop-11.price.org,223.13.176.17,Debian,8,Sales
desktop-31.newman.com,124.130.132.99,Ubuntu,8,IT
laptop-14.harmon.com,21.159.13.124,CentOS,8,IT
srv-45.carrillo-armstrong.com,101.94.89.207,Ubuntu,8,IT
lt-97.carroll-joyce.net,82.195.191.70,Debian,2,Finance
srv-63.evans.com,97.145.183.86,CentOS,2,HR
srv-97.mcmahon.com,196.65.137.72,Ubuntu,16,Sales
web-43.mcguire.com,83.174.31.63,Ubuntu,16,Sales
email-15.strong.com,19.80.132.119,Debian,16,Sales
db-61.morales-gonzalez.com,151.126.130.147,Ubuntu,16,Sales
web-74.buck-vaughan.com,40.248.148.230,Debian,16,HR
desktop-24.reynolds.com,123.54.187.77,Ubuntu,32,IT
web-46.murray.com,63.51.19.118,Windows Server,8,IT
laptop-62.bautista.com,5.197.213.131,Windows Server,4,IT
lt-08.robinson-woodward.info,76.236.76.73,Windows Server,2,Sales
laptop-77.melton.com,137.251.29.243,Windows Server,32,HR
lt-91.harris-davis.com,2.239.208.238,Ubuntu,8,IT
db-03.alexander.org,11.73.195.131,CentOS,4,Sales
lt-74.love.com,170.180.134.214,Debian,16,IT
lt-41.richardson.info,156.248.45.106,Ubuntu,16,HR
web-84.west-miller.com,200.81.34.1,Ubuntu,2,Finance
email-86.young.org,138.42.229.47,Ubuntu,2,IT
lt-79.perry.com,108.181.175.163,Debian,16,HR
web-33.cox.com,220.71.169.91,Windows Server,32,Finance
web-20.harris-harris.info,133.117.0.20,Debian,8,Finance
desktop-85.howell-rollins.com,21.204.247.5,Windows Server,4,Finance
db-97.munoz-johnson.info,117.20.98.188,CentOS,4,HR
email-50.richardson-thompson.com,124.242.180.196,CentOS,32,IT
srv-54.harmon.com,200.133.119.24,Ubuntu,4,Finance
laptop-98.mitchell.com,179.114.231.191,Windows Server,4,Sales
email-12.matthews.com,198.20.104.186,Windows Server,4,HR
lt-67.garcia.com,49.244.183.217,Windows Server,8,Finance
email-51.byrd.com,83.82.153.147,Debian,32,Finance
laptop-27.russo.com,93.155.162.99,Ubuntu,32,Sales
desktop-84.wheeler-mack.info,118.89.218.107,CentOS,2,IT
laptop-64.morrison-kelly.com,64.50.238.70,Windows Server,4,Finance
srv-01.davis.biz,205.78.99.143,Ubuntu,32,HR
lt-85.gray.net,6.237.159.52,Windows Server,32,IT
email-55.mendoza.org,136.145.132.189,Ubuntu,2,Sales
laptop-96.horne.org,141.15.7.161,CentOS,32,IT
email-52.stewart.com,146.164.169.103,Ubuntu,4,Finance
db-83.woodard.com,140.1.131.176,CentOS,32,HR
lt-16.thomas.com,55.141.222.77,Windows Server,2,Sales
web-46.campbell.biz,95.114.106.85,Windows Server,32,Finance
laptop-51.sanders.com,123.217.240.115,Windows Server,2,HR
srv-53.ortiz-ellison.com,200.162.60.138,Windows Server,16,HR
lt-50.fields.com,60.65.82.198,Debian,16,IT
srv-81.solis-rojas.com,121.151.35.219,Windows Server,2,Sales
desktop-18.smith-hernandez.com,16.196.126.243,CentOS,8,IT
srv-45.hall.com,168.97.248.191,Debian,2,HR
lt-58.mendoza.com,11.91.238.247,Ubuntu,4,Sales
desktop-17.lewis.net,187.175.143.190,CentOS,32,Finance
desktop-35.miller-lawson.org,70.181.84.44,Debian,4,IT
email-67.wiley.com,162.102.215.10,Debian,32,IT
laptop-27.cross-hart.info,175.161.198.195,Windows Server,2,Finance
desktop-26.nelson.biz,200.210.195.67,Windows Server,16,IT
lt-47.ramirez-velazquez.com,71.194.137.0,Debian,8,IT
lt-71.campbell.biz,116.202.224.210,CentOS,2,IT
db-14.tate-cruz.com,42.159.145.29,Ubuntu,2,Sales
db-61.allen.com,14.58.66.251,CentOS,16,Sales
web-85.kennedy-moreno.net,156.165.136.91,Windows Server,8,Sales
web-02.jennings.com,76.201.109.151,Windows Server,8,Sales
lt-91.moss.com,6.116.152.132,CentOS,4,Sales
web-74.cooper-watson.biz,107.230.182.87,CentOS,4,HR
srv-42.gonzalez-valdez.com,104.208.115.177,Windows Server,2,Finance
db-23.boyle.com,62.188.43.212,Windows Server,16,Finance
srv-49.flores.com,123.89.244.182,Debian,8,IT
web-45.shelton-arnold.com,221.52.103.130,Ubuntu,16,IT
db-87.duarte.net,53.161.217.131,CentOS,4,Finance
laptop-12.jones-foley.com,42.237.90.191,CentOS,8,Finance
srv-80.matthews.com,60.7.71.199,Debian,8,HR
srv-89.porter.net,129.101.42.217,CentOS,8,HR
desktop-95.walker.org,203.74.36.152,Ubuntu,2,Finance
srv-14.hall.com,134.47.39.35,CentOS,32,Sales
laptop-18.wright.org,102.245.216.146,Debian,4,Finance
laptop-10.wood.com,61.14.238.64,CentOS,16,IT
laptop-01.garcia.com,90.115.79.20,Windows Server,32,Finance
lt-43.carter.com,222.109.66.19,CentOS,4,Finance
web-03.robles.biz,67.32.77.226,Debian,16,IT
lt-43.young-mcfarland.net,71.190.106.220,Windows Server,16,HR
db-11.mckenzie-love.net,193.12.199.182,Windows Server,16,Finance
desktop-77.singleton.com,86.116.247.42,Windows Server,16,IT
desktop-76.miller.com,188.24.240.136,Ubuntu,32,Sales
srv-98.harris.com,207.55.106.78,Debian,4,HR
db-57.vargas.info,185.34.115.17,Debian,4,Finance
desktop-08.snyder-douglas.com,192.232.230.154,CentOS,16,Finance
db-06.moreno.net,192.9.243.138,CentOS,16,IT
desktop-64.trevino.org,206.0.182.198,Windows Server,16,HR
web-23.torres-lamb.com,66.113.168.192,Windows Server,4,HR
lt-06.mosley.org,79.224.129.53,Windows Server,4,IT
db-42.morris-smith.info,125.191.104.143,CentOS,16,HR
desktop-38.sweeney-ortega.org,101.140.192.44,CentOS,8,IT
lt-83.ferguson.com,17.9.19.91,Debian,32,HR
web-06.odonnell.com,69.89.196.245,CentOS,2,Finance
web-85.bennett-pruitt.info,202.45.109.106,Ubuntu,32,Sales
email-61.leonard.com,146.82.20.53,Ubuntu,4,IT
desktop-75.pierce-mora.com,150.184.183.86,Windows Server,8,HR
desktop-73.branch.org,112.135.96.233,Windows Server,8,HR
db-28.mcbride.com,18.111.147.67,CentOS,4,Sales
email-19.moss.info,121.0.212.120,Debian,32,Finance
srv-39.levine.com,95.29.75.26,Windows Server,8,Sales
lt-68.jones.net,150.136.237.41,Ubuntu,2,Finance
lt-82.lindsey.com,81.247.232.96,Windows Server,8,IT
desktop-50.hunter-miller.com,119.83.117.139,Debian,8,Sales
srv-47.murray.net,212.145.208.9,Debian,8,IT
lt-27.duncan-olson.com,30.36.93.191,CentOS,2,IT
web-11.gonzales.com,103.194.41.135,CentOS,8,IT
email-12.hernandez-thomas.com,56.25.206.234,Debian,4,IT
email-63.franklin-scott.com,189.80.135.17,Ubuntu,2,Finance
srv-66.cruz.biz,62.223.20.224,Windows Server,32,IT
srv-97.price.biz,179.139.34.180,Ubuntu,32,HR
srv-38.lee-mack.org,165.144.248.184,Windows Server,16,IT
srv-06.mcguire.com,191.106.42.172,Windows Server,4,Finance
laptop-75.barr.com,112.175.193.82,Debian,8,HR
laptop-35.rodriguez.com,180.189.131.233,Debian,32,Sales
laptop-25.lopez.org,170.173.141.210,CentOS,2,IT
web-54.evans.net,185.175.176.191,Debian,32,Finance
db-40.lane-hartman.com,61.0.160.74,Debian,16,Finance
desktop-93.torres-santos.info,120.73.27.222,CentOS,16,Sales
desktop-21.dudley-kirk.info,184.142.121.101,CentOS,32,Finance
srv-60.espinoza-carter.biz,121.115.169.236,Debian,2,Finance
laptop-26.foster-miller.com,121.156.200.211,Windows Server,4,IT
db-81.casey.org,117.191.116.166,Ubuntu,8,HR
srv-53.gutierrez.com,29.166.201.119,CentOS,2,HR
lt-69.proctor-webster.com,74.185.42.103,Debian,4,HR
lt-36.stokes.biz,161.209.164.253,Ubuntu,2,IT
lt-95.patterson.com,102.79.206.86,Windows Server,8,Finance
web-00.moss.com,140.113.246.41,Ubuntu,4,IT
lt-26.wright.com,72.123.106.110,CentOS,2,Sales
laptop-72.wilson.com,12.15.235.238,Debian,4,Finance
web-91.erickson.info,195.235.246.137,CentOS,4,HR
desktop-31.rodriguez.info,88.40.190.88,Debian,4,Sales
lt-28.anderson.com,17.242.145.153,Debian,4,Sales
laptop-15.fischer.com,118.36.193.206,Ubuntu,4,IT
desktop-33.salazar-perez.com,89.219.217.16,Debian,4,IT
db-92.morris.com,219.199.229.90,Ubuntu,4,Finance
srv-16.ramos-johnson.com,143.135.21.239,Ubuntu,16,Sales
email-69.wolf-scott.com,174.169.86.89,Ubuntu,16,IT
desktop-10.williams.com,160.241.202.192,CentOS,2,Finance
lt-59.gibson.com,160.136.230.208,Windows Server,2,Sales
db-66.weaver.com,211.206.45.218,Ubuntu,4,HR
desktop-87.reed.org,82.14.246.108,Windows Server,2,Finance
lt-00.patel.com,67.101.110.186,Windows Server,8,Sales
laptop-25.mckinney.biz,32.20.199.227,Ubuntu,32,IT
desktop-37.smith.com,120.58.241.139,Windows Server,32,HR
srv-62.short.net,178.211.251.58,Windows Server,2,HR
lt-77.diaz-sutton.com,186.134.190.252,Ubuntu,4,IT
desktop-90.hill-garrett.info,102.197.33.96,Debian,2,Finance
laptop-21.powers.com,110.46.3.34,CentOS,8,Sales
desktop-36.wagner.info,78.151.191.129,Ubuntu,32,IT
desktop-33.brown-anderson.com,135.247.141.231,CentOS,8,HR
email-08.parker.com,196.47.164.11,Windows Server,2,Sales
web-28.lee.com,77.90.214.91,Debian,4,IT
web-62.rogers-thomas.com,4.11.254.70,Windows Server,16,Sales
desktop-94.fritz-martin.info,119.51.11.255,Debian,32,Sales
web-87.medina.com,135.82.109.220,Windows Server,4,Finance
srv-49.beck-pierce.com,63.22.230.184,Windows Server,32,HR
email-21.gonzalez-martin.com,101.151.53.98,Ubuntu,16,Finance
web-43.garcia.info,16.4.134.6,Windows Server,16,Sales
lt-39.peterson-moyer.com,44.132.111.222,Windows Server,2,Finance
db-94.knapp.info,187.163.223.127,Ubuntu,4,Sales
srv-58.roberts.org,121.134.107.195,Ubuntu,16,HR
db-47.best.org,29.21.70.160,CentOS,8,Sales
lt-57.singh.com,159.52.45.197,CentOS,8,HR
db-67.deleon.com,153.248.145.55,CentOS,16,IT
desktop-10.mcfarland.com,44.152.149.180,Debian,4,IT
srv-44.delacruz.com,148.152.96.201,Debian,4,Sales
desktop-11.ward.com,193.75.181.242,Windows Server,16,Finance
laptop-79.holden.com,201.193.247.244,Windows Server,4,Sales
db-56.horne-gillespie.com,138.150.112.143,Debian,16,Finance
db-90.williams-harper.org,27.202.52.153,Ubuntu,4,HR
web-75.lucas-mejia.biz,73.252.210.37,Ubuntu,32,Finance
lt-11.morales-mcdonald.com,217.107.67.55,Ubuntu,4,IT
srv-14.smith.com,19.86.155.200,Debian,16,HR
email-80.joyce-hawkins.com,135.11.128.156,CentOS,16,Sales
db-29.haynes-ritter.com,56.214.102.196,Debian,8,Sales
laptop-31.rich.net,218.33.136.41,Ubuntu,2,Sales
desktop-84.todd.biz,163.152.208.170,Windows Server,32,Sales
email-47.bennett.com,162.220.172.52,Ubuntu,2,Finance
web-33.rose.info,68.239.60.119,Ubuntu,16,IT
email-76.jones.net,214.248.58.130,Windows Server,2,IT
email-80.jarvis.info,168.236.163.75,CentOS,4,Finance
lt-61.crawford-wilson.com,88.208.207.160,CentOS,16,Finance
db-79.wallace-fisher.info,149.178.159.155,Windows Server,32,Finance
web-76.henson.net,31.65.53.211,Windows Server,4,HR
lt-04.contreras.com,10.206.233.48,CentOS,16,Finance
desktop-57.james.com,11.127.24.146,Windows Server,8,IT
srv-16.russell.com,214.142.30.92,Windows Server,4,IT
desktop-59.barton.com,155.250.164.220,Windows Server,32,HR
desktop-80.miller.com,56.158.245.102,Debian,2,Finance
web-94.ford-wood.com,133.128.255.240,Windows Server,16,IT
desktop-04.ross.com,176.95.102.218,Windows Server,8,Sales
db-31.harris-madden.com,187.158.85.5,CentOS,4,Finance
db-95.johnson.biz,5.81.244.237,Debian,4,IT
srv-92.miles.biz,208.187.207.174,CentOS,4,Finance
db-05.mccarthy.com,165.103.232.238,Ubuntu,32,Finance
laptop-51.martin.com,46.205.101.30,Windows Server,4,Sales
web-56.vargas.info,123.215.225.51,Ubuntu,4,Sales
desktop-77.mack.com,125.12.251.194,Debian,32,Finance
email-61.james.info,164.25.125.34,CentOS,8,HR
db-72.wilson.biz,168.121.0.32,Windows Server,8,Sales
web-14.alvarez-dodson.com,69.248.117.36,Windows Server,4,Finance
lt-53.mcpherson-wright.biz,60.127.114.70,Debian,32,Finance
desktop-68.johnson.com,21.177.191.11,Ubuntu,16,HR
desktop-66.bonilla.net,9.175.216.62,Ubuntu,8,IT
db-70.owens.biz,201.28.15.81,Debian,16,HR
desktop-70.gilmore.biz,138.100.75.138,CentOS,2,IT
laptop-09.lee.info,113.240.111.154,Windows Server,32,Finance
db-55.rodriguez.info,52.250.60.87,Ubuntu,8,HR
email-51.sanchez.com,109.53.38.196,Debian,4,Sales
srv-02.dunn-rodriguez.org,62.200.157.199,Windows Server,4,IT
srv-25.clark.com,218.46.89.170,Debian,16,IT
desktop-69.stephenson-burns.org,205.9.243.202,Debian,16,HR
